TeamId,TeamName,SubmissionDate,Score
5469981,"praveen oswal","2020-10-11 10:46:08",0.01850
5469985,"Norihito Ishida","2020-09-03 20:28:03",0.69314
5469991,pranshu,"2020-10-16 06:02:05",0.01847
5469992,noidea,"2020-09-14 09:31:07",0.01881
5470006,"Juri Matualatupauw","2020-10-20 12:58:24",0.01854
5470053,"Mustafa Budak","2020-10-21 13:41:28",0.01870
5470054,Dealer,"2020-10-14 18:59:57",0.01898
5470064,"David Cairuz","2020-09-04 05:43:12",0.02039
5470072,"Antoniu Gugu","2020-10-22 17:06:00",0.01843
5470076,"Sohel Rana-CCSE-Lab","2020-10-22 15:25:58",0.01849
5470092,exotol,"2020-09-03 19:50:23",0.02048
5470094,Neuromularie,"2020-10-04 08:31:26",0.01949
5470098,K.S_a4,"2020-10-09 17:43:58",0.01969
5470116,"Ekrem Bayar","2020-09-04 05:19:01",0.69314
5470125,Mobassir,"2020-10-25 06:15:13",0.01833
5470128,"Massimo Romanin","2020-09-04 10:24:47",0.03145
5470131,U023,"2020-09-22 03:29:10",0.01862
5470150,dp12,"2020-09-08 10:51:51",0.02190
5470172,"Jagdish Mirchandani","2020-10-20 13:06:03",0.02793
5470183,MA,"2020-10-23 20:59:58",0.01841
5470185,"Charles Fry","2020-09-23 12:44:55",0.01862
5470187,"Alexander Polyakov","2020-09-04 09:28:35",0.01950
5470191,"roshaan zafar","2020-10-17 19:04:01",0.01916
5470193,"Oscar Perez","2020-09-05 18:12:01",0.02000
5470208,penguin46,"2020-09-09 00:00:35",0.01868
5470213,"Vlad Golubev","2020-10-23 08:18:59",0.01861
5470221,"Teddy Koker","2020-09-03 21:55:09",0.02039
5470252,Jawad_006,"2020-10-20 07:36:06",0.01854
5470257,TimeTyrant_42,"2020-09-12 05:23:52",0.01919
5470258,"William Green","2020-09-04 17:35:30",0.02040
5470262,"Mark Tenenholtz","2020-09-22 16:27:06",0.01868
5470275,"Tarek Hamdi","2020-09-03 22:54:10",0.01956
5470282,hanbin,"2020-09-05 01:13:35",0.01904
5470305,"Randall Ellis","2020-10-20 23:58:53",0.01854
5470306,"isa k [dsmlkz]","2020-10-25 19:20:15",0.01853
5470317,"Bhagawan Subedi","2020-09-04 03:59:03",0.68983
5470323,matsudaatom,"2020-09-17 22:21:17",0.01889
5470325,Sonnen,"2020-10-05 08:06:19",0.01855
5470332,"Vibhav Kulavmode","2020-09-30 07:44:30",0.01862
5470333,"Mechin of Choice","2020-10-15 05:20:06",0.01872
5470343,BIZEN,"2020-10-25 07:36:12",0.01843
5470355,"Anas Aljanaby","2020-10-01 19:39:54",0.02057
5470360,"Mukharbek Organokov","2020-09-08 22:49:50",0.01929
5470367,zaxirolls,"2020-09-05 14:08:54",0.01963
5470370,"Devon Stanfield","2020-10-05 20:46:10",0.02088
5470386,sayantan,"2020-09-30 20:22:02",0.02346
5470387,"Paulo Pinto","2020-10-25 18:35:07",0.01841
5470397,datarisk-io,"2020-09-11 11:53:57",0.02084
5470420,T.Force,"2020-10-13 11:14:41",0.01868
5470432,"Jan Bre","2020-09-06 13:57:07",0.02407
5470455,navneeth,"2020-09-19 16:26:28",0.01866
5470471,Damian,"2020-10-16 23:47:58",0.01928
5470480,"Ioannis M","2020-10-25 18:34:10",0.01836
5470482,DD_MoA,"2020-10-22 08:04:50",0.01847
5470486,"Sergey Gladysh","2020-09-04 07:28:08",0.01972
5470490,SzalaiB,"2020-09-13 10:01:11",0.02001
5470500,"MoAction Heros","2020-10-17 00:02:21",0.01891
5470506,"Mark Danovich","2020-10-23 08:43:32",0.01931
5470509,Shujun,"2020-10-01 16:03:44",0.01868
5470517,Ko,"2020-09-26 23:08:31",0.01867
5470522,"Shuo-Jen, Chang","2020-09-04 08:23:09",0.02059
5470523,"Heng Zheng","2020-10-20 11:31:25",0.01840
5470528,"Lucien de Rubempre","2020-10-17 21:12:14",0.01849
5470530,"Vlad Balanda","2020-09-07 04:57:52",0.01909
5470553,siero,"2020-09-22 08:06:47",0.01921
5470573,"Madhavan Rangarajan","2020-09-04 04:05:01",0.01980
5470580,YuGoT,"2020-09-23 12:50:55",0.02007
5470581,yimacs,"2020-09-19 16:41:39",0.02013
5470590,yuukihenmi,"2020-09-06 03:24:38",0.02035
5470608,kiccho1101,"2020-10-12 13:33:29",0.02042
5470612,Tawara,"2020-10-25 12:55:21",0.01850
5470617,"Jack Dong","2020-09-13 02:25:24",0.01970
5470626,abap34,"2020-10-20 06:24:50",0.01857
5470628,blacktanktop,"2020-09-04 10:33:37",0.02032
5470640,"Alex Petit","2020-09-11 01:21:23",0.01882
5470641,shimacon,"2020-09-04 09:32:35",0.01949
5470642,ps18,"2020-10-23 02:38:51",0.01883
5470644,Komari1123,"2020-10-16 02:15:21",0.01876
5470645,"Shunsuke Imai","2020-09-15 16:09:37",0.01866
5470647,zakopuro,"2020-09-04 10:35:54",0.01949
5470652,NARI,"2020-10-17 04:50:39",0.01860
5470675,Nayu.T.S.,"2020-09-29 15:09:34",0.01861
5470689,"Atsushi Suzuki","2020-09-05 22:14:56",0.01896
5470691,Y.Nakama,"2020-09-05 00:58:32",0.01905
5470696,Kouki,"2020-10-25 10:55:17",0.01838
5470698,"Yoshio Sugiyama","2020-10-23 12:53:23",0.01850
5470701,Tatsuya50,"2020-09-08 01:01:42",0.01897
5470712,vanviet93,"2020-10-11 02:29:42",0.01864
5470713,horohoro,"2020-10-25 12:32:02",0.01848
5470714,blue0620,"2020-09-22 08:12:16",0.01852
5470716,huiqin,"2020-10-24 04:06:28",0.01849
5470724,Ren,"2020-09-11 00:38:36",0.01969
5470726,"Fares Sayah","2020-10-20 18:06:26",0.01847
5470734,"Tucker Arrants","2020-09-06 03:10:09",0.01927
5470740,Marsh,"2020-09-04 08:15:58",0.01964
5470748,"May the CV be with you.","2020-10-08 14:53:23",0.01849
5470758,"Sunder Rajan","2020-09-24 20:55:41",0.01925
5470767,"narain p","2020-09-22 08:38:01",0.01888
5470771,lucwas,"2020-09-09 20:25:13",0.02049
5470776,fwj7,"2020-09-07 04:30:19",0.01891
5470782,Zoltan,"2020-09-06 03:34:57",0.01935
5470792,JJ,"2020-10-17 17:38:28",0.01923
5470793,teddy,"2020-09-04 05:30:39",0.02040
5470802,Eric,"2020-10-15 09:45:59",0.02398
5470814,rauta,"2020-10-11 22:37:41",0.01883
5470820,"Wei Xie","2020-10-18 03:21:23",0.01862
5470832,Damodar,"2020-10-09 20:55:47",0.01850
5470834,"David Dirring","2020-09-24 15:11:50",0.01978
5470840,"Indomitable lion","2020-09-11 19:11:47",0.02082
5470842,"Cat Smoothing...","2020-10-23 16:35:10",0.01811
5470847,Kazuhito00,"2020-10-07 01:05:50",0.01857
5470862,"Jonny Lee","2020-09-11 00:32:53",0.01907
5470865,"Yudai Abe","2020-10-17 00:00:18",0.01829
5470871,"YouHan Lee","2020-10-23 05:26:59",0.01834
5470872,koupenchan,"2020-10-17 12:13:56",0.01906
5470881,lapis_Lazuri,"2020-10-25 02:48:29",0.01904
5470885,"Beagle Kagglers","2020-10-13 22:58:54",0.02085
5470888,TM,"2020-10-21 00:42:00",0.01836
5470890,"Naruhiko Nakanishi","2020-09-05 03:02:32",0.01909
5470898,"Luis Moneda","2020-10-19 10:13:10",0.13073
5470904,"Hiromitsu Kigure","2020-09-10 01:41:02",0.01875
5470906,"Gustavo Bakker","2020-09-25 02:41:15",0.01862
5470909,valley,"2020-09-20 03:54:48",0.01900
5470935,OmarVivas,"2020-10-25 13:17:52",0.01838
5470939,Tak,"2020-09-06 22:52:50",0.02104
5470945,kimura/sampler,"2020-10-25 19:20:27",0.02014
5470948,vsvdvd,"2020-09-05 19:58:03",0.01913
5470958,KTK,"2020-09-08 20:29:06",0.01888
5470968,Leobewin1,"2020-09-09 03:03:21",0.01862
5470976,dvtoan7997,"2020-10-13 02:34:49",0.01890
5470981,"Shohei Yamaguchi","2020-09-04 15:02:54",0.13073
5471001,ky1120,"2020-09-06 11:17:57",0.02038
5471009,BBG,"2020-10-06 09:22:43",0.01895
5471017,NikhilMishra,"2020-10-25 15:45:03",0.01851
5471023,WangMH,"2020-09-10 02:46:03",0.01863
5471028,fukudarh,"2020-09-13 05:07:21",0.01933
5471039,"Jose Vazquez-Canteli","2020-09-20 22:31:48",0.01871
5471055,JP,"2020-09-22 09:08:38",0.01909
5471059,Germanpotato,"2020-09-11 10:32:57",0.02039
5471062,"Naoki Maeda","2020-09-06 02:05:33",0.02019
5471069,GSD,"2020-10-17 12:27:43",0.02071
5471070,"take it easy","2020-10-03 11:05:13",0.01858
5471079,SP,"2020-09-17 08:39:50",0.01968
5471080,SSS.shota,"2020-10-13 11:57:29",0.01871
5471084,team.pdf,"2020-10-23 11:34:57",0.02053
5471086,"Ryo Kawada","2020-09-17 15:43:42",0.01888
5471088,lightuse,"2020-09-15 07:23:37",0.02039
5471092,penpenpen,"2020-09-04 03:34:34",0.02398
5471102,Krishna,"2020-10-12 14:48:14",0.01850
5471105,nlgn,"2020-09-05 09:46:36",0.01944
5471110,jakeliangzbl,"2020-09-20 01:40:41",0.01979
5471115,Sugawarya,"2020-10-17 03:16:11",0.01862
5471117,__Taichicchi__,"2020-10-04 13:04:01",0.01977
5471122,"Yutaro Inoue","2020-10-06 13:39:18",0.01978
5471129,Team90s,"2020-10-25 21:27:46",0.01846
5471136,YujiAriyasu,"2020-09-07 01:44:03",0.01884
5471140,shimishige,"2020-10-21 10:26:48",0.01897
5471153,"Mani ","2020-10-24 12:21:29",0.01850
5471186,cha_kabu,"2020-10-24 17:59:01",0.01848
5471211,Mosamosa,"2020-09-09 05:16:59",0.01900
5471214,Pudge.,"2020-10-21 02:13:54",0.01840
5471228,"Shankar Lal","2020-09-04 02:46:37",0.02048
5471229,lisr,"2020-10-17 08:53:57",0.01854
5471249,Ethan,"2020-09-08 15:37:07",0.01894
5471276,shyamkumar,"2020-09-29 05:50:01",0.02033
5471288,namake,"2020-09-22 11:52:34",0.01873
5471289,"NN for MoA","2020-10-22 00:50:59",0.01862
5471374,"fifantor 50","2020-09-08 00:30:02",0.02011
5471408,jinius_nakajima,"2020-09-04 07:40:00",0.02040
5471409,MoooooooA,"2020-10-24 14:34:26",0.01849
5471427,@run,"2020-09-10 13:19:00",0.01889
5471478,mANDy,"2020-10-21 13:28:44",0.01847
5471481,zhangeng,"2020-10-23 09:50:37",0.01841
5471483,tamref,"2020-10-25 00:08:44",0.01864
5471485,splinter,"2020-09-13 09:49:59",0.01872
5471487,"Mohammed Sabry","2020-10-24 13:48:17",0.01886
5471496,"Yoshihiro Nishizono","2020-10-25 20:20:36",0.01841
5471499,"Kouji Tomofuji","2020-09-07 10:50:06",0.01901
5471524,"Calin Timbus","2020-09-16 16:56:37",0.01901
5471530,"Shoji Iwanaga","2020-09-10 09:41:40",0.69314
5471548,"Petr Gusev","2020-09-09 12:52:04",0.13073
5471558,"vuong lam","2020-09-21 01:29:02",0.01932
5471564,"Prabhakar Kumar","2020-09-06 18:38:16",0.01893
5471582,Mingzhe,"2020-09-05 12:02:48",0.01905
5471591,"motoki watanabe","2020-10-15 07:18:57",0.01873
5471607,karu_bee,"2020-09-04 17:23:53",0.01949
5471611,MoVoK,"2020-10-11 23:48:06",0.01870
5471612,aiml,"2020-10-23 09:26:10",0.01839
5471621,HAL,"2020-10-23 08:21:56",0.01849
5471624,"Masahiro Mochizuki","2020-10-24 23:20:53",0.01883
5471637,Vikramadi,"2020-09-14 04:44:47",0.01895
5471643,Rahul,"2020-09-15 05:18:31",0.01986
5471647,OrKatz,"2020-10-07 04:44:45",0.01901
5471669,"Dhananjay Raut","2020-09-04 07:38:56",0.02147
5471673,nerdy_dhavak,"2020-09-25 01:22:14",0.01902
5471675,myaun,"2020-09-05 09:02:06",0.10524
5471685,"Pouyan Nahed","2020-09-19 07:19:47",0.01867
5471689,"Sarthak Rana","2020-10-17 15:28:52",0.01913
5471700,"Abdur Rahim","2020-09-06 00:10:54",0.01891
5471709,masa-suke,"2020-09-14 14:24:46",0.01969
5471721,"Ryo Kinoshita","2020-10-25 00:08:01",0.01867
5471722,"Jack (Japan)","2020-09-11 13:50:43",0.01912
5471724,"Santiago Mota","2020-09-15 13:52:26",0.01874
5471732,"Paul Chen","2020-10-20 01:43:27",0.01828
5471752,SeshuRajuP,"2020-09-08 15:07:17",0.01862
5471756,hoshi+Shun_PI+riantkb+colun,"2020-10-13 04:21:49",0.01826
5471766,YuyaYamamoto,"2020-10-25 11:15:05",0.01833
5471768,Daniel,"2020-10-05 22:08:30",0.02001
5471769,taka_o,"2020-09-16 07:45:36",0.02812
5471779,"Noriaki Kurokawa","2020-09-22 14:33:01",0.01873
5471785,jimmy_c,"2020-10-21 12:42:16",0.01900
5471794,vintea,"2020-09-08 12:34:09",0.04967
5471838,betweens,"2020-09-04 05:32:56",0.69314
5471861,"Aditya Gupta","2020-09-06 13:33:13",0.01913
5471865,"Kota Suzuki","2020-09-14 10:55:08",0.01874
5471873,Iwamoto,"2020-09-11 18:17:21",0.01866
5471903,"Sachin Adnaik","2020-09-04 11:32:48",0.02040
5471934,japandata509,"2020-10-22 03:36:11",0.01900
5471946,"German Abramov","2020-10-04 10:44:17",0.01859
5471969,"Vlad Kostoglodoff","2020-10-08 14:44:54",0.01847
5471997,"Anuar Assamidanov","2020-10-19 23:14:55",0.01873
5472028,zr,"2020-10-22 11:58:20",0.01851
5472058,"Want to be master","2020-10-21 15:26:04",0.01856
5472059,Koya526,"2020-10-16 14:21:48",0.01844
5472061,andersource,"2020-09-05 20:13:34",0.01917
5472066,Heisenberg,"2020-10-09 22:15:07",0.01857
5472081,"Mathurin Aché","2020-10-23 18:23:30",0.01839
5472090,"All Might","2020-10-25 05:32:10",0.01873
5472096,"Manoj Prabhakar","2020-10-16 13:11:21",0.01852
5472106,"Haries Ramdhani","2020-09-10 03:56:45",0.01886
5472109,xblade,"2020-10-14 13:55:19",0.01897
5472112,"Yumin Hu","2020-09-08 01:19:20",0.01863
5472121,mathneet,"2020-10-04 01:19:23",0.02003
5472139,"Shivam Mittal","2020-10-24 08:07:10",0.01834
5472141,YONGMAN,"2020-10-07 04:47:24",0.01857
5472230,"Tayyab Ali","2020-10-01 07:07:05",0.01862
5472249,wawa,"2020-10-25 15:45:35",0.01847
5472252,kyotam,"2020-10-25 03:42:24",0.01860
5472255,xutianyu123,"2020-10-14 11:51:17",0.01838
5472271,"Daniil Larionov","2020-10-21 20:04:18",0.01840
5472273,"Rishabh Rahatgaonkar","2020-09-13 12:05:06",0.02076
5472284,kiyo,"2020-09-06 07:28:12",0.01933
5472293,LifeIsWeird,"2020-09-12 03:32:02",0.01921
5472294,Michael,"2020-09-07 05:14:17",0.02069
5472297,"Max Halford","2020-09-06 19:36:37",0.02096
5472303,"Vinod Reddy","2020-10-11 09:29:42",0.01895
5472322,waltherg,"2020-09-06 18:30:40",0.02041
5472337,"keita sato","2020-09-28 08:56:11",0.02031
5472347,Sumire,"2020-09-09 14:51:05",0.01894
5472358,"Alex Tsepa","2020-09-09 19:06:57",0.02285
5472363,"Alexander Kireev","2020-10-12 11:37:21",0.01849
5472379,yktsnd,"2020-09-07 03:11:35",0.02099
5472382,"Yusaku Furuhashi","2020-09-18 07:25:48",0.01866
5472419,"Timothy Alex John","2020-10-15 13:19:41",0.02179
5472438,Art,"2020-10-17 08:04:08",0.01847
5472460,"Ilos Vigil","2020-09-07 05:08:35",0.01870
5472461,Saira,"2020-09-08 01:17:08",0.10420
5472472,ayush,"2020-10-18 04:49:24",0.01851
5472483,"Yu Ran","2020-09-04 20:41:36",0.01900
5472486,"Ayush Goel","2020-10-08 11:00:33",0.01984
5472493,Stack_It!,"2020-10-23 17:20:06",0.01845
5472494,hdate1091,"2020-09-04 09:26:46",0.01949
5472513,hklee,"2020-10-21 22:34:50",0.01926
5472521,Vetrivel-PS,"2020-09-14 09:40:31",0.01864
5472546,"Yuji Nozawa","2020-10-08 11:41:15",0.01856
5472551,"zhaobin Chu","2020-09-28 07:41:25",0.01916
5472558,Robert,"2020-09-05 15:48:06",0.01896
5472577,VivianFU,"2020-09-30 01:43:24",0.01946
5472579,乘风破浪,"2020-09-10 05:38:32",0.02055
5472587,hadxu,"2020-09-08 03:11:41",0.01865
5472612,htrieu93,"2020-09-06 10:28:26",0.02769
5472617,Ueno_STU,"2020-09-09 08:55:47",0.02014
5472631,"Jiwei Liu","2020-09-04 10:00:43",0.01949
5472632,"Kento Sato","2020-09-04 13:50:37",0.01949
5472676,david,"2020-09-06 14:29:31",0.02405
5472682,"Hungry for gold🥇🥇","2020-10-25 15:29:40",0.01832
5472710,FabienDaniel,"2020-09-10 22:07:41",0.01875
5472720,"Ibuki Nakamura","2020-09-18 05:43:00",0.01873
5472721,gmorishita,"2020-09-08 06:45:13",0.02040
5472747,"Matthieu Planté","2020-10-25 15:35:47",0.01858
5472761,Nippe002,"2020-09-04 09:49:07",0.03346
5472763,hrunic,"2020-09-11 17:40:03",0.01859
5472767,hitoshi,"2020-09-04 11:12:31",0.02034
5472770,MKI,"2020-10-17 11:21:30",0.01875
5472779,skleak,"2020-09-08 14:13:23",0.02045
5472783,caumente,"2020-09-10 21:05:20",0.01929
5472798,dylan,"2020-09-14 10:06:53",0.01973
5472821,ShiroK,"2020-10-21 23:44:57",0.01837
5472823,"Koshiro Sato","2020-10-23 11:22:37",0.01861
5472848,"Peter CXL","2020-09-05 02:34:59",0.01900
5472853,"Sirish Somanchi","2020-10-02 14:50:06",0.01887
5472862,"Katsunori Fukui","2020-09-04 14:30:26",0.02040
5472889,monda,"2020-10-02 12:14:52",0.01877
5472898,"Keisho OH","2020-10-25 11:36:25",0.01853
5472909," Say my name","2020-10-05 17:36:46",0.02018
5472916,"ravi tanwar","2020-09-07 17:59:33",0.01892
5472924,"Sovit Ranjan Rath","2020-09-17 01:35:51",0.02055
5472933,AttentionIsAllWeNeed,"2020-10-03 15:32:14",0.01874
5472978,"Canqiang Xu","2020-09-07 12:58:52",0.01865
5472985,Hakeem,"2020-09-07 12:09:40",0.01905
5473003,"drugs addicted","2020-10-18 21:00:32",0.01849
5473004,Holberg72,"2020-10-16 08:15:27",0.01873
5473047,Leeeeeeeeeo,"2020-09-20 13:45:11",0.01894
5473056,NoKnowledgeGG,"2020-10-22 22:08:57",0.01857
5473058,"Classic Neupane","2020-09-05 03:56:21",0.11263
5473083,jonssonb,"2020-09-05 18:50:45",0.01964
5473104,SihyunLee,"2020-10-12 09:23:58",0.01890
5473113,"Enrico Lohmann","2020-10-19 18:12:21",0.02262
5473117,"[Ka.KR] 당산 DNA","2020-10-13 22:15:01",0.01888
5473130,wataoka,"2020-10-20 06:40:33",0.01860
5473159,PolymathAB,"2020-09-15 00:12:02",0.01943
5473161,PantsOfLuck,"2020-10-05 13:13:10",0.01856
5473164,salt,"2020-09-06 08:26:47",0.01929
